time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1584529298,35.2324505,-97.239455,321.7,15.113,4.15,1.705,5.348,0.005,0,271.18
1584529299,35.23245233,-97.23962267,321.9,15.288,4.15,1.705,5.348,0.005,0,270.44
1584529300,35.23245267,-97.23979133,322.2,15.378,4.15,1.705,5.348,0.005,0,270.32
1584529301,35.23245383,-97.23996133,322.9,15.466,4.15,1.705,5.348,0.005,0,271.26
1584529302,35.23245683,-97.240134,323,15.762,4.15,1.705,5.348,0.005,0,271.47
1584529303,35.23245917,-97.24031,323,15.941,4.19,1.644,5.348,0.005,0,271.2
1584529304,35.23246117,-97.240486,323,15.964,4.23,1.644,5.348,0.005,0,271.22
1584529305,35.23246467,-97.24066233,323.3,15.994,4.23,1.644,5.348,0.005,0,271.55
1584529306,35.23246717,-97.24084133,323.2,16.222,4.23,1.642,5.348,0.005,0,271.02
1584529307,35.23247167,-97.24102,322.8,16.226,4.23,1.642,6.038,0.005,0,272.12
1584529308,35.23247283,-97.24119917,322.7,16.175,4.23,1.642,6.785,0.005,0,270.46
1584529309,35.2324725,-97.2413755,322.5,15.945,4.2,1.704,5.865,0.005,0,269.83
1584529310,35.23246817,-97.24155017,322.4,15.828,4.39,1.542,5.865,0.005,0,268.24
1584529311,35.23246283,-97.24172383,322.3,15.763,4.61,1.542,5.865,0.005,0,268.42
1584529312,35.23245917,-97.24189783,322.4,15.789,4.61,1.542,5.865,0.005,0,269.17
1584529313,35.23245617,-97.2420725,322.3,15.907,4.39,1.704,5.865,0.005,0,269.27
1584529314,35.2324535,-97.2422505,322.1,16.227,4.16,1.704,5.865,0.005,0,269.36
1584529315,35.23245033,-97.242431,322,16.422,4.16,1.704,5.865,0.005,0,269.13
1584529316,35.23244683,-97.24261067,321.7,16.338,4.16,1.704,5.348,0.005,0,268.69
1584529317,35.23244267,-97.24279067,321.4,16.477,4.16,1.704,5.348,0.005,0,268.36
1584529318,35.23243683,-97.24297433,321.2,16.817,4.16,1.704,5.348,0.005,0,267.88
1584529319,35.232431,-97.24316033,321.1,16.923,4.16,1.704,5.348,0.005,0,268.12
1584529320,35.23242567,-97.24334867,320.9,17.24,4.16,1.704,5.348,0.005,0,268.19
1584529321,35.23242117,-97.243538,320.5,17.195,4.16,1.704,5.348,0.005,0,268.68
1584529322,35.232417,-97.24372533,320.4,17.006,4.43,1.629,5.98,0.005,0,268.52
1584529323,35.23241467,-97.24391,319.9,16.797,4.83,1.761,5.98,0.005,0,269.3
1584529324,35.23241217,-97.24409267,319.7,16.503,4.94,1.761,5.98,0.005,0,269.27
1584529325,35.232409,-97.24427417,319.8,16.438,4.59,1.642,5.865,0.005,0,269.18
1584529326,35.23240567,-97.2444565,320.3,16.633,4.23,1.642,5.865,0.005,0,269.2
1584529327,35.232404,-97.2446365,320.4,16.328,4.23,1.642,5.865,0.005,0,269.36
1584529328,35.232401,-97.2448155,320.7,16.292,4.23,1.642,5.865,0.005,0,268.68
1584529329,35.23239833,-97.24499283,321.4,16.156,4.23,1.642,5.865,0.005,0,269.2
1584529330,35.23239683,-97.2451705,322.1,16.261,4.23,1.642,5.865,0.005,0,269.28
1584529331,35.2323965,-97.24534733,322.5,16.101,4.23,1.642,5.865,0.005,0,269.72
1584529332,35.23239717,-97.24552367,323.2,16.052,4.23,1.642,5.865,0.005,0,270.24
1584529333,35.23239717,-97.24570133,323.8,16.202,4.23,1.642,5.865,0.005,0,269.8
1584529334,35.23239633,-97.24587917,324.1,15.96,4.23,1.642,5.348,0.005,0,269.51
1584529335,35.23239433,-97.24605667,324.6,16.114,4.23,1.642,5.348,0.005,0,269.35
1584529336,35.23239217,-97.24623833,324.2,16.188,4.23,1.642,5.348,0.005,0,269.12
1584529337,35.23238917,-97.2464185,324.1,16.289,4.25,1.951,6.038,0.005,0,268.84
1584529338,35.2323855,-97.24659933,324.2,16.349,4.27,1.951,6.038,0.005,0,268.5
1584529339,35.23238183,-97.24675967,324.6,14.038,4.25,1.642,5.865,0.005,0,268.37
1584529340,35.23237883,-97.24689133,324.9,11.269,4.67,1.643,5.865,0.005,0,268.37
1584529341,35.2323755,-97.2470025,325,9.641,5.1,1.643,5.865,0.005,0,268.13
1584529342,35.23237317,-97.24709867,325.2,8.344,4.67,1.642,5.348,0.005,0,269.02
1584529343,35.232372,-97.24717983,325.1,7.022,4.23,1.642,5.348,0.005,0,269.01
1584529344,35.23237033,-97.24725033,325.2,6.13,4.23,1.642,5.348,0.005,0,269.19
1584529345,35.23237,-97.2473005,325.5,3.938,4.23,1.642,5.348,0.005,0,269.14
1584529346,35.23236917,-97.2473255,325.6,1.672,4.23,1.642,5.348,0.005,0,269.14
1584529347,35.23236833,-97.24733217,325.8,0.057,4.23,1.642,5.348,0.005,0,0
1584529348,35.23236817,-97.24733383,325.7,0.366,4.23,1.642,5.348,0.005,0,0
1584529349,35.23236817,-97.24735633,325.7,2.771,4.23,1.642,5.348,0.005,0,269.04
1584529350,35.23236817,-97.24740117,325.7,4.605,4.23,1.642,5.348,0.005,0,270.16
1584529351,35.2323675,-97.24746567,325.9,6.317,4.23,1.642,5.348,0.005,0,269.43
1584529352,35.23236717,-97.24754517,325.9,7.631,4.23,1.642,5.348,0.005,0,269.38
1584529353,35.23236667,-97.2476385,325.8,8.814,4.23,1.642,5.348,0.005,0,269.27
1584529354,35.232366,-97.24774433,325.8,9.914,4.23,1.642,5.348,0.005,0,269.51
1584529355,35.232367,-97.24786133,325.7,11.027,4.23,1.642,5.348,0.005,0,270.77
1584529356,35.23236667,-97.24799017,325.6,12.027,4.23,1.642,5.348,0.005,0,269.74
1584529357,35.2323665,-97.24812833,325.2,12.902,4.23,1.642,5.52,0.005,0,269.99
1584529358,35.2323665,-97.24827667,325,13.802,4.23,1.642,5.52,0.005,0,270.1
1584529359,35.23236667,-97.2484345,324.6,14.666,4.23,1.642,5.52,0.005,0,270.02
1584529360,35.2323685,-97.248602,324.1,15.57,4.23,1.642,5.348,0.005,0,270.78
1584529361,35.23237017,-97.2487795,323.5,16.493,4.23,1.642,5.348,0.005,0,270.8
1584529362,35.23237167,-97.2489665,323.1,17.332,4.23,1.642,5.52,0.005,0,270.58
1584529363,35.23237217,-97.24916133,322.8,18.029,4.23,1.642,5.52,0.005,0,270.31
1584529364,35.2323755,-97.24936417,322.5,18.782,4.23,1.642,5.923,0.005,0,271.13
1584529365,35.23238983,-97.24957517,321,19.494,4.23,1.642,5.865,0.005,0,274.76
1584529366,35.23239567,-97.249794,320.5,20.171,4.23,1.642,5.865,0.005,0,271.51
1584529367,35.23240183,-97.2500145,320.4,20.087,4.23,1.643,5.75,0.005,0,272.29
1584529368,35.23240417,-97.25023067,321,19.575,4.24,1.643,5.75,0.005,0,271.09
1584529369,35.23240583,-97.2504455,321.3,19.514,4.3,1.822,5.52,0.005,0,270.41
1584529370,35.23241033,-97.2506595,321.3,19.51,4.37,1.822,5.52,0.005,0,271.25
1584529371,35.23241317,-97.25087367,321.7,19.45,4.37,1.822,5.52,0.005,0,271.01
1584529372,35.23241483,-97.25108767,322.2,19.485,4.3,1.643,5.52,0.005,0,270.37
1584529373,35.23241517,-97.25130167,323,19.447,4.24,1.643,5.52,0.005,0,270.45
1584529374,35.2324175,-97.2515175,323.2,19.672,4.23,1.641,5.348,0.005,0,270.53
1584529375,35.2324205,-97.251735,323.4,19.795,4.23,1.641,5.348,0.005,0,271.05
1584529376,35.232424,-97.25195383,323.4,19.861,4.23,1.641,5.348,0.005,0,270.93
1584529377,35.2324275,-97.2521735,323.2,20.015,4.23,1.641,5.348,0.005,0,271
1584529378,35.23243167,-97.2523945,323.2,20.117,4.23,1.642,5.348,0.005,0,271.51
1584529379,35.2324355,-97.25261817,323,20.3,5.03,1.759,5.98,0.005,0,271.22
1584529380,35.23243867,-97.25284283,322.9,20.435,5.38,1.761,5.52,0.005,0,271.03
1584529381,35.23244167,-97.2530685,322.6,20.606,5.38,1.762,6.325,0.005,0,270.83
1584529382,35.23244383,-97.25329517,322.4,20.664,5.83,1.762,6.325,0.005,0,270.68
1584529383,35.23244733,-97.25351983,321.8,20.465,5.83,1.762,6.325,0.005,0,271.03
1584529384,35.23245,-97.253746,321.4,20.689,5.83,1.762,6.325,0.005,0,270.51
1584529385,35.232452,-97.25397633,321.1,21.094,5.83,1.762,6.325,0.005,0,270.8
1584529386,35.23245317,-97.25421117,321,21.492,6.09,2.194,6.555,0.005,0,270.36
1584529387,35.23245133,-97.25445117,321.1,21.964,5.36,1.824,5.923,0.005,0,269.67
1584529388,35.232451,-97.254696,320.8,22.357,4.37,1.824,5.923,0.005,0,269.95
1584529389,35.232453,-97.25494467,320.6,22.769,4.29,1.645,5.923,0.005,0,270.53
1584529390,35.23245367,-97.25519283,320.8,22.635,4.22,1.645,5.923,0.005,0,270.5
1584529391,35.23245833,-97.2554405,319.9,22.606,4.22,1.643,5.52,0.005,0,271.23
1584529392,35.23245967,-97.25568883,320.4,22.508,4.22,1.643,5.348,0.005,0,270.8
1584529393,35.23246033,-97.2559335,320.9,22.18,4.22,1.643,5.348,0.005,0,270.54
1584529394,35.232465,-97.2561755,321.3,21.796,4.22,1.643,5.348,0.005,0,271.41
1584529395,35.2324695,-97.25641467,322.3,21.694,4.22,1.643,5.348,0.005,0,271.07
1584529396,35.23247633,-97.25665,323.2,21.324,4.22,1.643,5.348,0.005,0,271.53
1584529397,35.23248283,-97.256882,324.4,21.108,4.25,1.966,6.038,0.005,0,271.36
1584529398,35.23248717,-97.2571135,325.5,21.144,4.25,1.644,5.348,0.005,0,270.6
